"","species","species.code","route","stop","date","year","occ.hist","julday","time.m","cloud.cover","wind","noise","snow.cover","precip","temp","lat","long"
"4818","Northern Saw-whet Owl","NSWO","12-4-A",6,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"4819","Barred Owl","BARR","12-4-A",7,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"4820","Great Horned Owl","GHOW","12-4-A",7,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"4821","Northern Saw-whet Owl","NSWO","12-4-A",7,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"4822","Barred Owl","BARR","12-4-A",8,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"4823","Great Horned Owl","GHOW","12-4-A",8,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"4824","Northern Saw-whet Owl","NSWO","12-4-A",8,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"4825","Barred Owl","BARR","12-4-A",9,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"4826","Great Horned Owl","GHOW","12-4-A",9,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"4827","Northern Saw-whet Owl","NSWO","12-4-A",9,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"4828","Barred Owl","BARR","12-4-A",10,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"4829","Great Horned Owl","GHOW","12-4-A",10,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"4830","Northern Saw-whet Owl","NSWO","12-4-A",10,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"6811","Barred Owl","BARR","14-4-A",1,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"6812","Great Horned Owl","GHOW","14-4-A",1,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"6813","Northern Saw-whet Owl","NSWO","14-4-A",1,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"6814","Barred Owl","BARR","14-4-A",2,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"6815","Great Horned Owl","GHOW","14-4-A",2,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"6816","Northern Saw-whet Owl","NSWO","14-4-A",2,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"6817","Barred Owl","BARR","14-4-A",3,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"6818","Great Horned Owl","GHOW","14-4-A",3,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"6819","Northern Saw-whet Owl","NSWO","14-4-A",3,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"6820","Barred Owl","BARR","14-4-A",4,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"6821","Great Horned Owl","GHOW","14-4-A",4,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"6822","Northern Saw-whet Owl","NSWO","14-4-A",4,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"6823","Barred Owl","BARR","14-4-A",5,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"6824","Great Horned Owl","GHOW","14-4-A",5,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"6825","Northern Saw-whet Owl","NSWO","14-4-A",5,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"6826","Barred Owl","BARR","14-4-A",6,"2008-04-04","2008","0000000000010000",95,155,0,2,1,2,0,0,NA,NA
"6827","Great Horned Owl","GHOW","14-4-A",6,"2008-04-04","2008","0000000000000000",95,155,0,2,1,2,0,0,NA,NA
"6828","Northern Saw-whet Owl","NSWO","14-4-A",6,"2008-04-04","2008","0000000000000000",95,155,0,2,1,2,0,0,NA,NA
"6829","Barred Owl","BARR","14-4-A",7,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"6830","Great Horned Owl","GHOW","14-4-A",7,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"6831","Northern Saw-whet Owl","NSWO","14-4-A",7,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"6832","Barred Owl","BARR","14-4-A",8,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"6833","Great Horned Owl","GHOW","14-4-A",8,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"6834","Northern Saw-whet Owl","NSWO","14-4-A",8,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"6835","Barred Owl","BARR","14-4-A",9,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"6836","Great Horned Owl","GHOW","14-4-A",9,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"6837","Northern Saw-whet Owl","NSWO","14-4-A",9,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"6838","Barred Owl","BARR","14-4-A",10,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"6839","Great Horned Owl","GHOW","14-4-A",10,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"6840","Northern Saw-whet Owl","NSWO","14-4-A",10,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11791","Barred Owl","BARR","23-2-A",1,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11792","Great Horned Owl","GHOW","23-2-A",1,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11793","Northern Saw-whet Owl","NSWO","23-2-A",1,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11794","Barred Owl","BARR","23-2-A",2,"2008-04-04","2008","0000000000100000",95,74,28.7106598984772,0,2,2,0,1,NA,NA
"11795","Great Horned Owl","GHOW","23-2-A",2,"2008-04-04","2008","0000000000000000",95,74,28.7106598984772,0,2,2,0,1,NA,NA
"11796","Northern Saw-whet Owl","NSWO","23-2-A",2,"2008-04-04","2008","0000000000000000",95,74,28.7106598984772,0,2,2,0,1,NA,NA
"11797","Barred Owl","BARR","23-2-A",3,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11798","Great Horned Owl","GHOW","23-2-A",3,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11799","Northern Saw-whet Owl","NSWO","23-2-A",3,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11800","Barred Owl","BARR","23-2-A",4,"2008-04-04","2008","0000000000001000",95,109,28.7106598984772,2,1,2,0,1,NA,NA
"11801","Great Horned Owl","GHOW","23-2-A",4,"2008-04-04","2008","0000000000000000",95,109,28.7106598984772,2,1,2,0,1,NA,NA
"11802","Northern Saw-whet Owl","NSWO","23-2-A",4,"2008-04-04","2008","0000000000000000",95,109,28.7106598984772,2,1,2,0,1,NA,NA
"11803","Barred Owl","BARR","23-2-A",5,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11804","Great Horned Owl","GHOW","23-2-A",5,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11805","Northern Saw-whet Owl","NSWO","23-2-A",5,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11806","Barred Owl","BARR","23-2-A",6,"2008-04-04","2008","0000000011001000",95,144,28.7106598984772,1,1,2,0,0,NA,NA
"11807","Great Horned Owl","GHOW","23-2-A",6,"2008-04-04","2008","0000000000000010",95,144,28.7106598984772,1,1,2,0,0,NA,NA
"11808","Northern Saw-whet Owl","NSWO","23-2-A",6,"2008-04-04","2008","0000000000000000",95,144,28.7106598984772,1,1,2,0,0,NA,NA
"11809","Barred Owl","BARR","23-2-A",7,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11810","Great Horned Owl","GHOW","23-2-A",7,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11811","Northern Saw-whet Owl","NSWO","23-2-A",7,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11812","Barred Owl","BARR","23-2-A",8,"2008-04-04","2008","0000000000000000",95,181,28.7106598984772,0,1,2,0,0,NA,NA
"11813","Great Horned Owl","GHOW","23-2-A",8,"2008-04-04","2008","0000000000000010",95,181,28.7106598984772,0,1,2,0,0,NA,NA
"11814","Northern Saw-whet Owl","NSWO","23-2-A",8,"2008-04-04","2008","0000000000000000",95,181,28.7106598984772,0,1,2,0,0,NA,NA
"11815","Barred Owl","BARR","23-2-A",9,"2008-04-04","2008","0000000010000000",95,199,28.7106598984772,0,3,2,0,0,NA,NA
"11816","Great Horned Owl","GHOW","23-2-A",9,"2008-04-04","2008","0000000000000000",95,199,28.7106598984772,0,3,2,0,0,NA,NA
"11817","Northern Saw-whet Owl","NSWO","23-2-A",9,"2008-04-04","2008","0000000000000000",95,199,28.7106598984772,0,3,2,0,0,NA,NA
"11818","Barred Owl","BARR","23-2-A",10,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11819","Great Horned Owl","GHOW","23-2-A",10,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11820","Northern Saw-whet Owl","NSWO","23-2-A",10,"2008-04-04","2008","0000000000000000",95,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"10591","Barred Owl","BARR","22-3-A",1,"2008-04-05","2008","0000000000000000",96,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"10592","Great Horned Owl","GHOW","22-3-A",1,"2008-04-05","2008","0000000000000000",96,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"10593","Northern Saw-whet Owl","NSWO","22-3-A",1,"2008-04-05","2008","0000000000000000",96,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"10594","Barred Owl","BARR","22-3-A",2,"2008-04-05","2008","0000000000000000",96,72,90,0,1,2,0,3,NA,NA
"10595","Great Horned Owl","GHOW","22-3-A",2,"2008-04-05","2008","0000100000000000",96,72,90,0,1,2,0,3,NA,NA
"10596","Northern Saw-whet Owl","NSWO","22-3-A",2,"2008-04-05","2008","0000000000000000",96,72,90,0,1,2,0,3,NA,NA
"10597","Barred Owl","BARR","22-3-A",3,"2008-04-05","2008","0000000000000000",96,90,70,0,2,2,0,3,NA,NA
"10598","Great Horned Owl","GHOW","22-3-A",3,"2008-04-05","2008","0000000000000000",96,90,70,0,2,2,0,3,NA,NA
"10599","Northern Saw-whet Owl","NSWO","22-3-A",3,"2008-04-05","2008","0000000011000000",96,90,70,0,2,2,0,3,NA,NA
"10600","Barred Owl","BARR","22-3-A",4,"2008-04-05","2008","0000000000000000",96,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"10601","Great Horned Owl","GHOW","22-3-A",4,"2008-04-05","2008","0000000000000000",96,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"10602","Northern Saw-whet Owl","NSWO","22-3-A",4,"2008-04-05","2008","0000000000000000",96,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"10603","Barred Owl","BARR","22-3-A",5,"2008-04-05","2008","0000000000000000",96,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"10604","Great Horned Owl","GHOW","22-3-A",5,"2008-04-05","2008","0000000000000000",96,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"10605","Northern Saw-whet Owl","NSWO","22-3-A",5,"2008-04-05","2008","0000000000000000",96,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"10606","Barred Owl","BARR","22-3-A",6,"2008-04-05","2008","0000000000000000",96,163,70,0,1,2,0,3,NA,NA
"10607","Great Horned Owl","GHOW","22-3-A",6,"2008-04-05","2008","0000000000010010",96,163,70,0,1,2,0,3,NA,NA
"10608","Northern Saw-whet Owl","NSWO","22-3-A",6,"2008-04-05","2008","0000000000000000",96,163,70,0,1,2,0,3,NA,NA
"10609","Barred Owl","BARR","22-3-A",7,"2008-04-05","2008","0000000000000000",96,182,70,0,1,2,0,2,NA,NA
"10610","Great Horned Owl","GHOW","22-3-A",7,"2008-04-05","2008","0000000000000010",96,182,70,0,1,2,0,2,NA,NA
"10611","Northern Saw-whet Owl","NSWO","22-3-A",7,"2008-04-05","2008","0000000000000000",96,182,70,0,1,2,0,2,NA,NA
"10612","Barred Owl","BARR","22-3-A",8,"2008-04-05","2008","0000000000000000",96,205,70,2,1,2,0,2,NA,NA
"10613","Great Horned Owl","GHOW","22-3-A",8,"2008-04-05","2008","0000000000000000",96,205,70,2,1,2,0,2,NA,NA
"10614","Northern Saw-whet Owl","NSWO","22-3-A",8,"2008-04-05","2008","1100000000100000",96,205,70,2,1,2,0,2,NA,NA
"10615","Barred Owl","BARR","22-3-A",9,"2008-04-05","2008","0000000001000000",96,230,60,0,1,2,0,2,NA,NA
"10616","Great Horned Owl","GHOW","22-3-A",9,"2008-04-05","2008","0000000000000000",96,230,60,0,1,2,0,2,NA,NA
"10617","Northern Saw-whet Owl","NSWO","22-3-A",9,"2008-04-05","2008","0000000000000000",96,230,60,0,1,2,0,2,NA,NA
"10618","Barred Owl","BARR","22-3-A",10,"2008-04-05","2008","0000000011100000",96,255,60,0,1,2,0,2,NA,NA
"10619","Great Horned Owl","GHOW","22-3-A",10,"2008-04-05","2008","0000000010000000",96,255,60,0,1,2,0,2,NA,NA
"10620","Northern Saw-whet Owl","NSWO","22-3-A",10,"2008-04-05","2008","0000000000000000",96,255,60,0,1,2,0,2,NA,NA
"691","Barred Owl","BARR","03-2-B",1,"2008-04-06","2008","0000010000000000",97,65,5,0,1,1,0,3,NA,NA
"692","Great Horned Owl","GHOW","03-2-B",1,"2008-04-06","2008","0000000000000000",97,65,5,0,1,1,0,3,NA,NA
"693","Northern Saw-whet Owl","NSWO","03-2-B",1,"2008-04-06","2008","0000000000000000",97,65,5,0,1,1,0,3,NA,NA
"694","Barred Owl","BARR","03-2-B",2,"2008-04-06","2008","0000100000000000",97,98,5,0,1,1,0,3,NA,NA
"695","Great Horned Owl","GHOW","03-2-B",2,"2008-04-06","2008","0000000000000000",97,98,5,0,1,1,0,3,NA,NA
"696","Northern Saw-whet Owl","NSWO","03-2-B",2,"2008-04-06","2008","0000000000000000",97,98,5,0,1,1,0,3,NA,NA
"697","Barred Owl","BARR","03-2-B",3,"2008-04-06","2008","0000000000000000",97,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"698","Great Horned Owl","GHOW","03-2-B",3,"2008-04-06","2008","0000000000000000",97,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"699","Northern Saw-whet Owl","NSWO","03-2-B",3,"2008-04-06","2008","0000000000000000",97,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"700","Barred Owl","BARR","03-2-B",4,"2008-04-06","2008","0000000000000000",97,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"701","Great Horned Owl","GHOW","03-2-B",4,"2008-04-06","2008","0000000000000000",97,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"702","Northern Saw-whet Owl","NSWO","03-2-B",4,"2008-04-06","2008","0000000000000000",97,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"703","Barred Owl","BARR","03-2-B",5,"2008-04-06","2008","0000000000000000",97,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"704","Great Horned Owl","GHOW","03-2-B",5,"2008-04-06","2008","0000000000000000",97,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"705","Northern Saw-whet Owl","NSWO","03-2-B",5,"2008-04-06","2008","0000000000000000",97,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"706","Barred Owl","BARR","03-2-B",6,"2008-04-06","2008","0000000000000000",97,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"707","Great Horned Owl","GHOW","03-2-B",6,"2008-04-06","2008","0000000000000000",97,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"708","Northern Saw-whet Owl","NSWO","03-2-B",6,"2008-04-06","2008","0000000000000000",97,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"709","Barred Owl","BARR","03-2-B",7,"2008-04-06","2008","0000000000000000",97,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"710","Great Horned Owl","GHOW","03-2-B",7,"2008-04-06","2008","0000000000000000",97,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"711","Northern Saw-whet Owl","NSWO","03-2-B",7,"2008-04-06","2008","0000000000000000",97,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"712","Barred Owl","BARR","03-2-B",8,"2008-04-06","2008","0000000000000000",97,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"713","Great Horned Owl","GHOW","03-2-B",8,"2008-04-06","2008","0000000000000000",97,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"714","Northern Saw-whet Owl","NSWO","03-2-B",8,"2008-04-06","2008","0000000000000000",97,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"715","Barred Owl","BARR","03-2-B",9,"2008-04-06","2008","0000000000000000",97,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"716","Great Horned Owl","GHOW","03-2-B",9,"2008-04-06","2008","0000000000000000",97,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"717","Northern Saw-whet Owl","NSWO","03-2-B",9,"2008-04-06","2008","0000000000000000",97,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"718","Barred Owl","BARR","03-2-B",10,"2008-04-06","2008","0000000000000000",97,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"719","Great Horned Owl","GHOW","03-2-B",10,"2008-04-06","2008","0000000000000000",97,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"720","Northern Saw-whet Owl","NSWO","03-2-B",10,"2008-04-06","2008","0000000000000000",97,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"781","Barred Owl","BARR","04-1-A",1,"2008-04-06","2008","0000000000000000",97,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"782","Great Horned Owl","GHOW","04-1-A",1,"2008-04-06","2008","0000000000000000",97,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"783","Northern Saw-whet Owl","NSWO","04-1-A",1,"2008-04-06","2008","0000000000000000",97,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"784","Barred Owl","BARR","04-1-A",2,"2008-04-06","2008","1110100000000000",97,110,10,0,1,3,0,0,NA,NA
"785","Great Horned Owl","GHOW","04-1-A",2,"2008-04-06","2008","0000000000000000",97,110,10,0,1,3,0,0,NA,NA
"786","Northern Saw-whet Owl","NSWO","04-1-A",2,"2008-04-06","2008","0000000000000000",97,110,10,0,1,3,0,0,NA,NA
"787","Barred Owl","BARR","04-1-A",3,"2008-04-06","2008","1100000001010000",97,134,10,0,1,3,0,0,NA,NA
"788","Great Horned Owl","GHOW","04-1-A",3,"2008-04-06","2008","0000000000000000",97,134,10,0,1,3,0,0,NA,NA
"789","Northern Saw-whet Owl","NSWO","04-1-A",3,"2008-04-06","2008","0000000000000000",97,134,10,0,1,3,0,0,NA,NA
"790","Barred Owl","BARR","04-1-A",4,"2008-04-06","2008","0000000000000000",97,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"791","Great Horned Owl","GHOW","04-1-A",4,"2008-04-06","2008","0000000000000000",97,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"792","Northern Saw-whet Owl","NSWO","04-1-A",4,"2008-04-06","2008","0000000000000000",97,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"793","Barred Owl","BARR","04-1-A",5,"2008-04-06","2008","0000000000000000",97,178,10,0,1,3,0,0,NA,NA
"794","Great Horned Owl","GHOW","04-1-A",5,"2008-04-06","2008","0000000010000000",97,178,10,0,1,3,0,0,NA,NA
"795","Northern Saw-whet Owl","NSWO","04-1-A",5,"2008-04-06","2008","0000000000000000",97,178,10,0,1,3,0,0,NA,NA
"796","Barred Owl","BARR","04-1-A",6,"2008-04-06","2008","0000000000000000",97,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
